id,success_loan,failed_loans,income,nomalized_success_loan,nomalized_failed_loans,nomalized_income,cluster,priority,score,final_priority
472.0,10.0,3.0,400000.0,0.45,0.3333333333333333,0.0604026845637583,1,Medium Priority,0.6817416325947521,Low Priority
473.0,10.0,1.0,700000.0,0.45,0.1111111111111111,0.110738255033557,1,Medium Priority,0.7728551576368986,Low Priority
474.0,4.0,0.0,400000.0,0.15,0.0,0.0604026845637583,0,Low Priority,0.19260148949151387,Low Priority
475.0,6.0,0.0,400000.0,0.25,0.0,0.0604026845637583,0,Low Priority,0.3417223570298623,Low Priority
476.0,1.0,0.0,100000.0,0.0,0.0,0.0100671140939597,0,Low Priority,-0.15004503051695037,Low Priority
477.0,4.0,1.0,200000.0,0.15,0.1111111111111111,0.0268456375838926,0,Low Priority,0.12721719052028382,Low Priority
478.0,1.0,0.0,350000.0,0.0,0.0,0.0520134228187919,0,Low Priority,-0.05090734826616568,Low Priority
479.0,4.0,0.0,500000.0,0.15,0.0,0.0771812080536912,0,Low Priority,0.23225656239182776,Low Priority
480.0,3.0,1.0,500000.0,0.1,0.1111111111111111,0.0771812080536912,0,Low Priority,0.17162197545205113,Low Priority
481.0,4.0,0.0,130000.0,0.15,0.0,0.0151006711409395,0,Low Priority,0.0855327926606663,Low Priority
482.0,1.0,0.0,449998.0,0.0,0.0,0.068791610738255,0,Low Priority,-0.011253068467309751,Low Priority
483.0,2.0,0.0,350000.0,0.05,0.0,0.0520134228187919,0,Low Priority,0.02365308550300857,Low Priority
484.0,5.0,0.0,350000.0,0.2,0.0,0.0520134228187919,0,Low Priority,0.24733438681053124,Low Priority
485.0,5.0,3.0,250006.0,0.2,0.3333333333333333,0.0352359060402684,1,Medium Priority,0.24945923370278414,Low Priority
486.0,1.0,0.0,250000.0,0.0,0.0,0.035234899328859,0,Low Priority,-0.0905624211664796,Low Priority
487.0,2.0,1.0,200000.0,0.05,0.1111111111111111,0.0268456375838926,0,Low Priority,-0.021903677018064616,Low Priority
489.0,7.0,2.0,250000.0,0.3,0.2222222222222222,0.035234899328859,1,Medium Priority,0.384651875107361,Low Priority
490.0,1.0,1.0,300000.0,0.0,0.1111111111111111,0.0436241610738255,0,Low Priority,-0.056809037886924915,Low Priority
491.0,3.0,2.0,400000.0,0.1,0.2222222222222222,0.0604026845637583,0,Low Priority,0.1458927493811348,Low Priority
496.0,6.0,0.0,300000.0,0.25,0.0,0.0436241610738255,0,Low Priority,0.30206728412954864,Low Priority
497.0,4.0,1.0,400000.0,0.15,0.1111111111111111,0.0604026845637583,0,Low Priority,0.20652733632091144,Low Priority
498.0,2.0,0.0,600000.0,0.05,0.0,0.0939597315436241,0,Low Priority,0.12279076775379325,Low Priority
499.0,5.0,1.0,845000.0,0.2,0.1111111111111111,0.1350671140939597,0,Low Priority,0.4575528444964827,Low Priority
500.0,6.0,3.0,450000.0,0.25,0.3333333333333333,0.0687919463087248,1,Medium Priority,0.40332743396821225,Low Priority
501.0,1.0,1.0,449999.0,0.0,0.1111111111111111,0.0687917785234899,0,Low Priority,0.0026731749128168503,Low Priority
502.0,4.0,1.0,450004.0,0.15,0.1111111111111111,0.0687926174496644,0,Low Priority,0.22635645897398457,Low Priority
503.0,2.0,6.0,300000.0,0.05,0.6666666666666666,0.0436241610738255,0,Low Priority,0.08738063002923727,Low Priority
504.0,2.0,1.0,250000.0,0.05,0.1111111111111111,0.035234899328859,0,Low Priority,-0.0020761405679077527,Low Priority
505.0,4.0,1.0,150000.0,0.15,0.1111111111111111,0.0184563758389261,0,Low Priority,0.10738965407012677,Low Priority
506.0,4.0,4.0,400000.0,0.15,0.4444444444444444,0.0604026845637583,0,Low Priority,0.24830487680910426,Low Priority
507.0,4.0,1.0,300000.0,0.15,0.1111111111111111,0.0436241610738255,0,Low Priority,0.16687226342059777,Low Priority
508.0,1.0,1.0,450000.0,0.0,0.1111111111111111,0.0687919463087248,0,Low Priority,0.002673571463545854,Low Priority
